HostID,CloudRegion,MemoryUtilization_Pct,NetworkThroughput_GB,HourlyCost_USD
HOST-01409,Azure_westeurope,89.8,18.72,0.45
HOST-01410,AWS_ap-northeast-1,18.9,37.66,0.64
HOST-01411,AWS_us-east-1,61.6,61.9,0.52
HOST-01412,Azure_westeurope,15.5,65.12,0.45
HOST-01413,AWS_ap-northeast-1,72.2,6.7,0.64
HOST-01414,AWS_us-east-1,75.2,12.43,0.52
HOST-01415,Azure_westeurope,71.0,115.9,0.45
HOST-01416,AWS_ap-northeast-1,10.1,19.08,0.64
HOST-01417,AWS_us-east-1,54.2,105.27,0.52
HOST-01418,Azure_westeurope,47.2,183.23,0.45
HOST-01419,AWS_ap-northeast-1,44.2,48.62,0.64
HOST-01420,AWS_us-east-1,81.2,101.5,0.52
HOST-01421,Azure_westeurope,17.7,12.62,0.45
HOST-01422,AWS_ap-northeast-1,23.2,8.03,0.64
HOST-01423,AWS_us-east-1,92.7,19.48,0.52
HOST-01424,Azure_westeurope,86.7,14.01,0.45
HOST-01425,AWS_ap-northeast-1,88.9,37.49,0.64
HOST-01426,AWS_us-east-1,92.7,16.75,0.52
HOST-01427,Azure_westeurope,34.7,27.12,0.45
HOST-01428,AWS_ap-northeast-1,46.1,59.93,0.64
HOST-01429,AWS_us-east-1,26.1,23.45,0.52
HOST-01430,Azure_westeurope,11.4,180.89,0.45
HOST-01431,AWS_ap-northeast-1,53.1,44.69,0.64
HOST-01432,AWS_us-east-1,23.0,9.4,0.52
HOST-01433,Azure_westeurope,29.4,115.57,0.45
HOST-01434,AWS_ap-northeast-1,28.2,13.75,0.64
HOST-01435,AWS_us-east-1,52.0,47.3,0.52
HOST-01436,Azure_westeurope,24.9,445.57,0.45
HOST-01437,AWS_ap-northeast-1,94.9,20.59,0.64
HOST-01438,AWS_us-east-1,46.8,25.2,0.52
HOST-01439,Azure_westeurope,76.8,33.81,0.45
HOST-01440,AWS_ap-northeast-1,93.4,87.03,0.64
HOST-01441,AWS_us-east-1,20.9,79.92,0.52
HOST-01442,Azure_westeurope,82.9,12.2,0.45
HOST-01443,AWS_ap-northeast-1,89.9,102.96,0.64
HOST-01444,AWS_us-east-1,81.4,186.66,0.52
HOST-01445,Azure_westeurope,13.6,47.84,0.45
HOST-01446,AWS_ap-northeast-1,57.7,86.52,0.64
HOST-01447,AWS_us-east-1,88.4,93.91,0.52
HOST-01448,Azure_westeurope,84.9,15.9,0.45
HOST-01449,AWS_ap-northeast-1,72.4,65.05,0.64
HOST-01450,AWS_us-east-1,80.0,92.0,0.52
HOST-01451,Azure_westeurope,31.4,62.67,0.45
HOST-01452,AWS_ap-northeast-1,53.8,10.78,0.64
HOST-01453,AWS_us-east-1,12.0,105.03,0.52
HOST-01454,Azure_westeurope,49.6,52.92,0.45
HOST-01455,AWS_ap-northeast-1,12.2,34.88,0.64
HOST-01456,AWS_us-east-1,64.0,9.25,0.52
HOST-01457,Azure_westeurope,88.9,63.13,0.45
HOST-01458,AWS_ap-northeast-1,56.6,149.63,0.64
HOST-01459,AWS_us-east-1,65.8,14.65,0.52
HOST-01460,Azure_westeurope,16.9,59.37,0.45
HOST-01461,AWS_ap-northeast-1,74.1,75.35,0.64
HOST-01462,AWS_us-east-1,88.0,7.63,0.52
HOST-01463,Azure_westeurope,39.5,51.03,0.45
HOST-01464,AWS_ap-northeast-1,27.7,49.03,0.64
HOST-01465,AWS_us-east-1,72.6,86.26,0.52
HOST-01466,Azure_westeurope,67.6,59.45,0.45
HOST-01467,AWS_ap-northeast-1,59.6,77.43,0.64
HOST-01468,AWS_us-east-1,60.9,28.56,0.52
HOST-01469,Azure_westeurope,49.7,8.78,0.45
HOST-01470,AWS_ap-northeast-1,92.1,201.31,0.64
HOST-01471,AWS_us-east-1,67.9,108.9,0.52
HOST-01472,Azure_westeurope,93.8,19.27,0.45
HOST-01473,AWS_ap-northeast-1,22.0,29.12,0.64
HOST-01474,AWS_us-east-1,15.1,10.08,0.52
HOST-01475,Azure_westeurope,10.9,92.61,0.45
HOST-01476,AWS_ap-northeast-1,21.7,99.45,0.64
HOST-01477,AWS_us-east-1,81.7,178.86,0.52
HOST-01478,Azure_westeurope,62.9,45.7,0.45
HOST-01479,AWS_ap-northeast-1,36.9,52.48,0.64
HOST-01480,AWS_us-east-1,19.0,58.95,0.52
HOST-01481,Azure_westeurope,92.1,86.01,0.45
HOST-01482,AWS_ap-northeast-1,92.0,67.42,0.64
HOST-01483,AWS_us-east-1,80.3,75.06,0.52
HOST-01484,Azure_westeurope,33.4,105.7,0.45
HOST-01485,AWS_ap-northeast-1,92.8,5.49,0.64
HOST-01486,AWS_us-east-1,61.4,38.5,0.52
HOST-01487,Azure_westeurope,82.6,52.72,0.45
HOST-01488,AWS_ap-northeast-1,92.9,126.8,0.64
HOST-01489,AWS_us-east-1,89.7,16.66,0.52
HOST-01490,Azure_westeurope,81.7,5.3,0.45
HOST-01491,AWS_ap-northeast-1,50.3,40.39,0.64
HOST-01492,AWS_us-east-1,37.2,81.06,0.52
HOST-01493,Azure_westeurope,40.4,54.76,0.45
HOST-01494,AWS_ap-northeast-1,67.3,40.85,0.64
HOST-01495,AWS_us-east-1,82.5,17.43,0.52
HOST-01496,Azure_westeurope,28.0,20.15,0.45
HOST-01497,AWS_ap-northeast-1,69.7,89.08,0.64
HOST-01498,AWS_us-east-1,75.2,115.28,0.52
HOST-01499,Azure_westeurope,42.8,47.49,0.45
HOST-01500,AWS_ap-northeast-1,48.9,22.5,0.64
HOST-01501,AWS_us-east-1,50.4,23.85,0.52
HOST-01502,Azure_westeurope,39.2,20.73,0.45
HOST-01503,AWS_ap-northeast-1,88.6,75.29,0.64
HOST-01504,AWS_us-east-1,23.6,11.18,0.52
HOST-01505,Azure_westeurope,76.3,152.94,0.45
HOST-01506,AWS_ap-northeast-1,88.5,112.52,0.64
HOST-01507,AWS_us-east-1,12.7,76.95,0.52
HOST-01508,Azure_westeurope,17.9,26.42,0.45
HOST-01509,AWS_ap-northeast-1,68.1,375.64,0.64
HOST-01510,AWS_us-east-1,26.1,76.44,0.52
HOST-01511,Azure_westeurope,68.4,35.85,0.45
HOST-01512,AWS_ap-northeast-1,66.9,64.34,0.64
HOST-01513,AWS_us-east-1,20.0,51.83,0.52
HOST-01514,Azure_westeurope,63.5,25.83,0.45
HOST-01515,AWS_ap-northeast-1,11.0,26.47,0.64
HOST-01516,AWS_us-east-1,74.2,94.68,0.52
HOST-01517,Azure_westeurope,91.0,221.13,0.45
HOST-01518,AWS_ap-northeast-1,52.1,99.75,0.64
HOST-01519,AWS_us-east-1,83.2,30.1,0.52
HOST-01520,Azure_westeurope,44.8,79.7,0.45
HOST-01521,AWS_ap-northeast-1,73.3,42.43,0.64
HOST-01522,AWS_us-east-1,93.0,43.03,0.52
HOST-01523,Azure_westeurope,85.2,51.58,0.45
HOST-01524,AWS_ap-northeast-1,57.4,27.01,0.64
HOST-01525,AWS_us-east-1,21.5,187.37,0.52
HOST-01526,Azure_westeurope,40.9,11.76,0.45
HOST-01527,AWS_ap-northeast-1,15.1,39.1,0.64
HOST-01528,AWS_us-east-1,59.9,38.67,0.52
HOST-01529,Azure_westeurope,13.8,43.25,0.45
HOST-01530,AWS_ap-northeast-1,19.4,128.77,0.64
HOST-01531,AWS_us-east-1,94.0,44.03,0.52
HOST-01532,Azure_westeurope,80.8,189.79,0.45
HOST-01533,AWS_ap-northeast-1,65.7,18.47,0.64
HOST-01534,AWS_us-east-1,18.7,24.8,0.52
HOST-01535,Azure_westeurope,47.2,89.72,0.45
HOST-01536,AWS_ap-northeast-1,14.2,109.53,0.64
HOST-01537,AWS_us-east-1,56.7,96.65,0.52
HOST-01538,Azure_westeurope,47.6,9.12,0.45
HOST-01539,AWS_ap-northeast-1,74.2,7.18,0.64
HOST-01540,AWS_us-east-1,10.6,17.35,0.52
HOST-01541,Azure_westeurope,43.7,31.15,0.45
HOST-01542,AWS_ap-northeast-1,91.5,108.23,0.64
HOST-01543,AWS_us-east-1,91.1,9.87,0.52
HOST-01544,Azure_westeurope,56.5,38.86,0.45
HOST-01545,AWS_ap-northeast-1,51.8,33.69,0.64
HOST-01546,AWS_us-east-1,63.0,23.19,0.52
HOST-01547,Azure_westeurope,62.0,20.08,0.45
HOST-01548,AWS_ap-northeast-1,71.4,130.22,0.64
HOST-01549,AWS_us-east-1,57.6,128.94,0.52
HOST-01550,Azure_westeurope,25.8,70.66,0.45
HOST-01551,AWS_ap-northeast-1,87.4,127.29,0.64
HOST-01552,AWS_us-east-1,60.8,44.18,0.52
HOST-01553,Azure_westeurope,36.7,115.01,0.45
HOST-01554,AWS_ap-northeast-1,13.2,21.56,0.64
HOST-01555,AWS_us-east-1,34.8,88.4,0.52
HOST-01556,Azure_westeurope,67.4,47.56,0.45
HOST-01557,AWS_ap-northeast-1,12.8,70.83,0.64
HOST-01558,AWS_us-east-1,14.8,198.67,0.52
HOST-01559,Azure_westeurope,88.3,125.98,0.45
HOST-01560,AWS_ap-northeast-1,62.7,6.74,0.64
HOST-01561,AWS_us-east-1,86.8,15.18,0.52
HOST-01562,Azure_westeurope,65.3,41.81,0.45
HOST-01563,AWS_ap-northeast-1,93.2,111.06,0.64
HOST-01564,AWS_us-east-1,51.8,34.56,0.52
HOST-01565,Azure_westeurope,29.7,34.48,0.45
HOST-01566,AWS_ap-northeast-1,31.0,61.16,0.64
HOST-01567,AWS_us-east-1,41.8,53.53,0.52
HOST-01568,Azure_westeurope,25.9,48.82,0.45
HOST-01569,AWS_ap-northeast-1,46.7,20.17,0.64
HOST-01570,AWS_us-east-1,81.8,5.97,0.52
HOST-01571,Azure_westeurope,30.4,51.71,0.45
HOST-01572,AWS_ap-northeast-1,51.7,78.88,0.64
HOST-01573,AWS_us-east-1,35.1,15.46,0.52
HOST-01574,Azure_westeurope,68.7,86.21,0.45
HOST-01575,AWS_ap-northeast-1,30.2,30.3,0.64
HOST-01576,AWS_us-east-1,18.0,14.73,0.52
HOST-01577,Azure_westeurope,69.0,13.28,0.45
HOST-01578,AWS_ap-northeast-1,13.7,6.21,0.64
HOST-01579,AWS_us-east-1,81.1,73.38,0.52
HOST-01580,Azure_westeurope,87.2,173.47,0.45
HOST-01581,AWS_ap-northeast-1,53.3,36.24,0.64
HOST-01582,AWS_us-east-1,55.3,13.92,0.52
HOST-01583,Azure_westeurope,41.9,76.08,0.45
HOST-01584,AWS_ap-northeast-1,54.7,60.79,0.64
HOST-01585,AWS_us-east-1,74.8,94.6,0.52
HOST-01586,Azure_westeurope,42.8,5.07,0.45
HOST-01587,AWS_ap-northeast-1,19.1,24.73,0.64
HOST-01588,AWS_us-east-1,46.9,27.26,0.52
HOST-01589,Azure_westeurope,89.1,32.96,0.45
HOST-01590,AWS_ap-northeast-1,80.5,83.36,0.64
HOST-01591,AWS_us-east-1,17.5,73.35,0.52
HOST-01592,Azure_westeurope,25.8,37.19,0.45
HOST-01593,AWS_ap-northeast-1,67.5,6.33,0.64
HOST-01594,AWS_us-east-1,92.6,221.01,0.52
HOST-01595,Azure_westeurope,28.9,12.86,0.45
HOST-01596,AWS_ap-northeast-1,78.8,11.05,0.64
HOST-01597,AWS_us-east-1,55.1,5.97,0.52
HOST-01598,Azure_westeurope,81.8,16.56,0.45
HOST-01599,AWS_ap-northeast-1,77.1,16.43,0.64
HOST-01600,AWS_us-east-1,12.9,64.78,0.52
HOST-01601,Azure_westeurope,81.0,44.66,0.45
HOST-01602,AWS_ap-northeast-1,19.7,60.82,0.64
HOST-01603,AWS_us-east-1,89.6,82.72,0.52
HOST-01604,Azure_westeurope,18.6,26.49,0.45
HOST-01605,AWS_ap-northeast-1,12.2,153.82,0.64
HOST-01606,AWS_us-east-1,23.7,26.34,0.52
HOST-01607,Azure_westeurope,60.6,106.54,0.45
HOST-01608,AWS_ap-northeast-1,50.0,11.12,0.64
HOST-01609,AWS_us-east-1,23.9,94.93,0.52
HOST-01610,Azure_westeurope,80.5,55.42,0.45
HOST-01611,AWS_ap-northeast-1,52.9,14.98,0.64
HOST-01612,AWS_us-east-1,26.8,70.49,0.52
HOST-01613,Azure_westeurope,15.9,35.58,0.45
HOST-01614,AWS_ap-northeast-1,49.4,80.46,0.64
HOST-01615,AWS_us-east-1,46.2,6.5,0.52
HOST-01616,Azure_westeurope,32.0,45.98,0.45
HOST-01617,AWS_ap-northeast-1,75.7,28.18,0.64
HOST-01618,AWS_us-east-1,54.5,153.52,0.52
HOST-01619,Azure_westeurope,90.8,78.22,0.45
HOST-01620,AWS_ap-northeast-1,44.7,15.08,0.64
HOST-01621,AWS_us-east-1,47.6,8.52,0.52
HOST-01622,Azure_westeurope,55.5,7.8,0.45
HOST-01623,AWS_ap-northeast-1,38.1,37.09,0.64
HOST-01624,AWS_us-east-1,35.6,16.44,0.52
HOST-01625,Azure_westeurope,39.5,32.7,0.45
HOST-01626,AWS_ap-northeast-1,65.4,36.73,0.64
HOST-01627,AWS_us-east-1,57.8,60.54,0.52
HOST-01628,Azure_westeurope,41.3,35.84,0.45
HOST-01629,AWS_ap-northeast-1,30.6,43.13,0.64
HOST-01630,AWS_us-east-1,23.4,67.97,0.52
HOST-01631,Azure_westeurope,32.4,32.15,0.45
HOST-01632,AWS_ap-northeast-1,36.8,31.38,0.64
HOST-01633,AWS_us-east-1,91.6,7.59,0.52
HOST-01634,Azure_westeurope,26.5,81.36,0.45
HOST-01635,AWS_ap-northeast-1,84.2,76.1,0.64
HOST-01636,AWS_us-east-1,62.1,97.16,0.52
HOST-01637,Azure_westeurope,40.4,44.23,0.45
HOST-01638,AWS_ap-northeast-1,94.1,28.1,0.64
HOST-01639,AWS_us-east-1,70.5,36.64,0.52
HOST-01640,Azure_westeurope,13.8,70.87,0.45
HOST-01641,AWS_ap-northeast-1,27.8,24.0,0.64
HOST-01642,AWS_us-east-1,13.3,27.21,0.52
HOST-01643,Azure_westeurope,12.0,7.71,0.45
HOST-01644,AWS_ap-northeast-1,26.8,41.18,0.64
HOST-01645,AWS_us-east-1,40.6,65.47,0.52
HOST-01646,Azure_westeurope,59.3,32.32,0.45
HOST-01647,AWS_ap-northeast-1,80.3,98.56,0.64
HOST-01648,AWS_us-east-1,59.5,30.01,0.52
HOST-01649,Azure_westeurope,77.0,71.1,0.45
HOST-01650,AWS_ap-northeast-1,12.4,9.75,0.64
HOST-01651,AWS_us-east-1,69.3,40.15,0.52
HOST-01652,Azure_westeurope,16.7,49.51,0.45
HOST-01653,AWS_ap-northeast-1,25.4,10.99,0.64
HOST-01654,AWS_us-east-1,29.3,11.97,0.52
HOST-01655,Azure_westeurope,57.4,30.63,0.45
HOST-01656,AWS_ap-northeast-1,47.6,8.47,0.64
HOST-01657,AWS_us-east-1,78.3,11.62,0.52
HOST-01658,Azure_westeurope,39.6,265.34,0.45
HOST-01659,AWS_ap-northeast-1,55.9,9.13,0.64
HOST-01660,AWS_us-east-1,36.8,56.87,0.52
HOST-01661,Azure_westeurope,30.6,32.82,0.45
HOST-01662,AWS_ap-northeast-1,47.4,71.47,0.64
HOST-01663,AWS_us-east-1,30.0,165.29,0.52
HOST-01664,Azure_westeurope,75.6,124.99,0.45
HOST-01665,AWS_ap-northeast-1,88.1,89.58,0.64
HOST-01666,AWS_us-east-1,85.1,30.35,0.52
HOST-01667,Azure_westeurope,42.3,23.45,0.45
HOST-01668,AWS_ap-northeast-1,21.1,40.97,0.64
HOST-01669,AWS_us-east-1,32.8,149.26,0.52
HOST-01670,Azure_westeurope,19.3,54.74,0.45
HOST-01671,AWS_ap-northeast-1,19.0,10.63,0.64
HOST-01672,AWS_us-east-1,83.1,39.83,0.52
HOST-01673,Azure_westeurope,40.6,5.35,0.45
HOST-01674,AWS_ap-northeast-1,89.2,82.49,0.64
HOST-01675,AWS_us-east-1,65.4,7.58,0.52
HOST-01676,Azure_westeurope,41.8,188.05,0.45
HOST-01677,AWS_ap-northeast-1,44.4,149.17,0.64
HOST-01678,AWS_us-east-1,67.7,43.23,0.52
HOST-01679,Azure_westeurope,53.7,87.54,0.45
HOST-01680,AWS_ap-northeast-1,44.7,120.72,0.64
HOST-01681,AWS_us-east-1,57.2,100.82,0.52
HOST-01682,Azure_westeurope,13.8,46.02,0.45
HOST-01683,AWS_ap-northeast-1,73.4,79.23,0.64
HOST-01684,AWS_us-east-1,42.5,12.67,0.52
HOST-01685,Azure_westeurope,72.0,30.43,0.45
HOST-01686,AWS_ap-northeast-1,25.0,322.25,0.64
HOST-01687,AWS_us-east-1,73.1,40.92,0.52
HOST-01688,Azure_westeurope,60.8,23.19,0.45
HOST-01689,AWS_ap-northeast-1,15.9,59.95,0.64
HOST-01690,AWS_us-east-1,42.2,23.52,0.52
HOST-01691,Azure_westeurope,78.3,22.06,0.45
HOST-01692,AWS_ap-northeast-1,88.8,41.75,0.64
HOST-01693,AWS_us-east-1,79.2,39.68,0.52
HOST-01694,Azure_westeurope,42.1,9.15,0.45
HOST-01695,AWS_ap-northeast-1,61.6,45.8,0.64
HOST-01696,AWS_us-east-1,59.4,11.22,0.52
HOST-01697,Azure_westeurope,53.6,25.0,0.45
HOST-01698,AWS_ap-northeast-1,11.8,32.34,0.64
HOST-01699,AWS_us-east-1,62.1,13.75,0.52
HOST-01700,Azure_westeurope,91.6,5.67,0.45
HOST-01701,AWS_ap-northeast-1,18.9,51.65,0.64
HOST-01702,AWS_us-east-1,13.1,11.37,0.52
HOST-01703,Azure_westeurope,16.2,15.95,0.45
HOST-01704,AWS_ap-northeast-1,76.2,63.81,0.64
HOST-01705,AWS_us-east-1,62.9,14.45,0.52
HOST-01706,Azure_westeurope,63.9,55.54,0.45
HOST-01707,AWS_ap-northeast-1,46.7,9.12,0.64
HOST-01708,AWS_us-east-1,85.9,30.7,0.52
HOST-01709,Azure_westeurope,34.9,34.61,0.45
HOST-01710,AWS_ap-northeast-1,14.9,89.45,0.64
HOST-01711,AWS_us-east-1,86.9,9.97,0.52
HOST-01712,Azure_westeurope,86.0,121.69,0.45
HOST-01713,AWS_ap-northeast-1,70.4,115.19,0.64
HOST-01714,AWS_us-east-1,56.6,22.58,0.52
HOST-01715,Azure_westeurope,30.9,26.52,0.45
HOST-01716,AWS_ap-northeast-1,70.6,181.79,0.64
HOST-01717,AWS_us-east-1,38.7,60.92,0.52
HOST-01718,Azure_westeurope,19.0,93.73,0.45
HOST-01719,AWS_ap-northeast-1,24.4,37.02,0.64
HOST-01720,AWS_us-east-1,94.9,31.4,0.52
HOST-01721,Azure_westeurope,11.9,31.33,0.45
HOST-01722,AWS_ap-northeast-1,91.1,56.94,0.64
HOST-01723,AWS_us-east-1,63.8,39.14,0.52
HOST-01724,Azure_westeurope,72.3,78.62,0.45
HOST-01725,AWS_ap-northeast-1,11.8,56.3,0.64
HOST-01726,AWS_us-east-1,87.8,93.93,0.52
HOST-01727,Azure_westeurope,40.2,41.99,0.45
HOST-01728,AWS_ap-northeast-1,80.9,11.04,0.64
HOST-01729,AWS_us-east-1,48.1,66.85,0.52
HOST-01730,Azure_westeurope,26.7,82.42,0.45
HOST-01731,AWS_ap-northeast-1,75.7,57.83,0.64
HOST-01732,AWS_us-east-1,63.1,47.06,0.52
HOST-01733,Azure_westeurope,79.9,34.92,0.45
HOST-01734,AWS_ap-northeast-1,69.9,105.45,0.64
HOST-01735,AWS_us-east-1,28.3,53.26,0.52
HOST-01736,Azure_westeurope,21.0,17.72,0.45
HOST-01737,AWS_ap-northeast-1,13.3,10.1,0.64
HOST-01738,AWS_us-east-1,62.8,17.03,0.52
HOST-01739,Azure_westeurope,78.9,27.14,0.45
HOST-01740,AWS_ap-northeast-1,82.7,23.81,0.64
HOST-01741,AWS_us-east-1,15.7,9.1,0.52
HOST-01742,Azure_westeurope,27.4,8.78,0.45
HOST-01743,AWS_ap-northeast-1,25.1,47.08,0.64
HOST-01744,AWS_us-east-1,94.3,33.03,0.52
HOST-01745,Azure_westeurope,66.5,34.7,0.45
HOST-01746,AWS_ap-northeast-1,42.2,112.7,0.64
HOST-01747,AWS_us-east-1,72.1,27.48,0.52
HOST-01748,Azure_westeurope,34.6,12.12,0.45
HOST-01749,AWS_ap-northeast-1,70.5,7.86,0.64
HOST-01750,AWS_us-east-1,10.3,86.33,0.52
HOST-01751,Azure_westeurope,59.7,18.98,0.45
HOST-01752,AWS_ap-northeast-1,14.9,61.52,0.64
HOST-01753,AWS_us-east-1,35.7,9.92,0.52
HOST-01754,Azure_westeurope,51.7,127.04,0.45
HOST-01755,AWS_ap-northeast-1,85.7,28.88,0.64
HOST-01756,AWS_us-east-1,23.0,26.99,0.52
HOST-01757,Azure_westeurope,24.7,24.19,0.45
HOST-01758,AWS_ap-northeast-1,60.0,182.91,0.64
HOST-01759,AWS_us-east-1,54.6,33.68,0.52
HOST-01760,Azure_westeurope,48.1,61.9,0.45
HOST-01761,AWS_ap-northeast-1,39.0,11.36,0.64
HOST-01762,AWS_us-east-1,47.5,121.41,0.52
HOST-01763,Azure_westeurope,54.2,16.46,0.45
HOST-01764,AWS_ap-northeast-1,57.0,62.23,0.64
HOST-01765,AWS_us-east-1,21.0,85.86,0.52
HOST-01766,Azure_westeurope,37.8,38.86,0.45
HOST-01767,AWS_ap-northeast-1,43.1,83.72,0.64
HOST-01768,AWS_us-east-1,54.5,126.31,0.52
HOST-01769,Azure_westeurope,38.9,54.0,0.45
HOST-01770,AWS_ap-northeast-1,26.5,25.4,0.64
HOST-01771,AWS_us-east-1,81.3,53.82,0.52
HOST-01772,Azure_westeurope,58.5,18.05,0.45
HOST-01773,AWS_ap-northeast-1,82.1,78.13,0.64
HOST-01774,AWS_us-east-1,79.7,26.58,0.52
HOST-01775,Azure_westeurope,94.7,24.81,0.45
HOST-01776,AWS_ap-northeast-1,71.7,38.67,0.64
HOST-01777,AWS_us-east-1,38.4,104.47,0.52
HOST-01778,Azure_westeurope,22.1,22.93,0.45
HOST-01779,AWS_ap-northeast-1,58.2,56.45,0.64
HOST-01780,AWS_us-east-1,74.7,12.97,0.52
HOST-01781,Azure_westeurope,80.5,36.06,0.45
HOST-01782,AWS_ap-northeast-1,26.0,130.67,0.64
HOST-01783,AWS_us-east-1,66.1,22.81,0.52
HOST-01784,Azure_westeurope,16.6,17.69,0.45
HOST-01785,AWS_ap-northeast-1,65.5,49.04,0.64
HOST-01786,AWS_us-east-1,48.4,38.04,0.52
HOST-01787,Azure_westeurope,50.5,16.01,0.45
HOST-01788,AWS_ap-northeast-1,24.1,67.23,0.64
HOST-01789,AWS_us-east-1,76.6,11.06,0.52
HOST-01790,Azure_westeurope,56.2,9.65,0.45
HOST-01791,AWS_ap-northeast-1,42.1,12.32,0.64
HOST-01792,AWS_us-east-1,29.3,35.55,0.52
HOST-01793,Azure_westeurope,84.0,41.44,0.45
HOST-01794,AWS_ap-northeast-1,53.7,47.24,0.64
HOST-01795,AWS_us-east-1,51.2,90.92,0.52
HOST-01796,Azure_westeurope,58.2,18.68,0.45
HOST-01797,AWS_ap-northeast-1,63.8,39.1,0.64
HOST-01798,AWS_us-east-1,51.4,42.84,0.52
HOST-01799,Azure_westeurope,20.5,13.27,0.45
HOST-01800,AWS_ap-northeast-1,56.8,12.69,0.64
HOST-01801,AWS_us-east-1,60.4,23.55,0.52
HOST-01802,Azure_westeurope,90.2,11.57,0.45
HOST-01803,AWS_ap-northeast-1,72.9,16.69,0.64
HOST-01804,AWS_us-east-1,30.4,147.27,0.52
HOST-01805,Azure_westeurope,32.7,7.49,0.45
HOST-01806,AWS_ap-northeast-1,82.8,136.89,0.64
HOST-01807,AWS_us-east-1,40.7,216.7,0.52
HOST-01808,Azure_westeurope,62.5,35.15,0.45
HOST-01809,AWS_ap-northeast-1,72.2,36.2,0.64
HOST-01810,AWS_us-east-1,15.1,215.12,0.52
HOST-01811,Azure_westeurope,43.9,40.64,0.45
HOST-01812,AWS_ap-northeast-1,70.3,22.37,0.64
HOST-01813,AWS_us-east-1,91.4,10.67,0.52
HOST-01814,Azure_westeurope,20.8,42.89,0.45
HOST-01815,AWS_ap-northeast-1,16.3,166.68,0.64
HOST-01816,AWS_us-east-1,94.1,104.82,0.52
HOST-01817,Azure_westeurope,78.4,79.88,0.45
HOST-01818,AWS_ap-northeast-1,76.5,32.75,0.64
HOST-01819,AWS_us-east-1,10.5,103.12,0.52
HOST-01820,Azure_westeurope,84.8,23.34,0.45
HOST-01821,AWS_ap-northeast-1,91.8,7.95,0.64
HOST-01822,AWS_us-east-1,33.8,9.28,0.52
HOST-01823,Azure_westeurope,70.5,151.52,0.45
HOST-01824,AWS_ap-northeast-1,76.3,32.95,0.64
HOST-01825,AWS_us-east-1,31.2,197.73,0.52
HOST-01826,Azure_westeurope,83.8,78.45,0.45
HOST-01827,AWS_ap-northeast-1,91.2,74.42,0.64
HOST-01828,AWS_us-east-1,28.1,82.51,0.52
HOST-01829,Azure_westeurope,75.9,5.87,0.45
HOST-01830,AWS_ap-northeast-1,72.5,6.49,0.64
HOST-01831,AWS_us-east-1,94.9,95.96,0.52
HOST-01832,Azure_westeurope,14.6,10.6,0.45
HOST-01833,AWS_ap-northeast-1,40.9,10.94,0.64
HOST-01834,AWS_us-east-1,67.3,24.75,0.52
HOST-01835,Azure_westeurope,69.0,43.11,0.45
HOST-01836,AWS_ap-northeast-1,19.4,13.03,0.64
HOST-01837,AWS_us-east-1,81.3,55.61,0.52
HOST-01838,Azure_westeurope,77.3,23.55,0.45
HOST-01839,AWS_ap-northeast-1,31.5,11.43,0.64
HOST-01840,AWS_us-east-1,31.8,24.86,0.52
HOST-01841,Azure_westeurope,92.0,39.14,0.45
HOST-01842,AWS_ap-northeast-1,22.5,38.4,0.64
HOST-01843,AWS_us-east-1,68.0,49.02,0.52
HOST-01844,Azure_westeurope,52.5,12.76,0.45
HOST-01845,AWS_ap-northeast-1,34.1,34.39,0.64
HOST-01846,AWS_us-east-1,44.3,16.23,0.52
HOST-01847,Azure_westeurope,94.1,24.05,0.45
HOST-01848,AWS_ap-northeast-1,45.4,6.12,0.64
HOST-01849,AWS_us-east-1,44.9,86.0,0.52
HOST-01850,Azure_westeurope,54.4,122.0,0.45
HOST-01851,AWS_ap-northeast-1,56.1,12.06,0.64
HOST-01852,AWS_us-east-1,45.2,27.16,0.52
HOST-01853,Azure_westeurope,67.7,137.27,0.45
HOST-01854,AWS_ap-northeast-1,36.5,21.69,0.64
HOST-01855,AWS_us-east-1,61.4,54.8,0.52
HOST-01856,Azure_westeurope,11.6,22.83,0.45
HOST-01857,AWS_ap-northeast-1,54.4,29.73,0.64
HOST-01858,AWS_us-east-1,19.2,70.48,0.52
HOST-01859,Azure_westeurope,50.9,7.6,0.45
HOST-01860,AWS_ap-northeast-1,40.8,44.84,0.64
HOST-01861,AWS_us-east-1,88.6,24.32,0.52
HOST-01862,Azure_westeurope,68.3,96.86,0.45
HOST-01863,AWS_ap-northeast-1,83.7,32.8,0.64
HOST-01864,AWS_us-east-1,91.2,30.27,0.52
HOST-01865,Azure_westeurope,79.6,29.64,0.45
HOST-01866,AWS_ap-northeast-1,30.1,11.19,0.64
HOST-01867,AWS_us-east-1,55.7,44.27,0.52
HOST-01868,Azure_westeurope,69.2,59.75,0.45
HOST-01869,AWS_ap-northeast-1,58.9,38.9,0.64
HOST-01870,AWS_us-east-1,17.1,136.74,0.52
HOST-01871,Azure_westeurope,70.0,60.74,0.45
HOST-01872,AWS_ap-northeast-1,45.0,31.45,0.64
HOST-01873,AWS_us-east-1,14.0,7.6,0.52
HOST-01874,Azure_westeurope,51.0,83.76,0.45
HOST-01875,AWS_ap-northeast-1,38.2,82.21,0.64
HOST-01876,AWS_us-east-1,44.9,139.89,0.52
HOST-01877,Azure_westeurope,30.4,17.86,0.45
HOST-01878,AWS_ap-northeast-1,62.8,23.75,0.64
